,State and District,CDID,Median Age,White,Black,AI/AN,Asian,PI,Other,Two Plus,Emp-LF Ratio,High School,Bachelor,Advanced,% households w/ married couples,% households w/ seniors,% poverty,district_x,colid,year,state,state_po,state_fips,state_cen,state_ic,office,district_y,stage,runoff,special,candidate,party,writein,mode,candidatevotes,totalvotes,unofficial,version,fusion_ticket,percent votes,party_democrat,party_republican,inc_democrat,inc_republican,winner
1078,Congressional District 22 (115th Congress),TX,0.28044280442804426,0.5696821515892421,0.19999999999999998,0.012931034482758622,17.9,0.0,0.08061002178649238,0.07692307692307693,0.6882716049382716,0.8682352941176465,0.5799373040752352,0.4885245901639344,50.8,0.3784722222222224,0.10324483775811208,22,TX22,2018,TEXAS,TX,48,74,49,US HOUSE,22,GEN,,False,PETE OLSON,REPUBLICAN,False,TOTAL,152750,297405,False,20220331,False,0.5136093878717574,0,1,0,1,1
1079,Congressional District 22 (115th Congress),TX,0.28044280442804426,0.5696821515892421,0.19999999999999998,0.012931034482758622,17.9,0.0,0.08061002178649238,0.07692307692307693,0.6882716049382716,0.8682352941176465,0.5799373040752352,0.4885245901639344,50.8,0.3784722222222224,0.10324483775811208,22,TX22,2018,TEXAS,TX,48,74,49,US HOUSE,22,GEN,,False,SRI PRESTON KULKARNI,DEMOCRAT,False,TOTAL,138153,297405,False,20220331,False,0.46452816865889945,1,0,0,1,0
1080,Congressional District 23 (115th Congress),TX,0.18081180811808095,0.8349633251833741,0.04580152671755725,0.030172413793103453,1.4,0.0,0.19607843137254902,0.05,0.45987654320987637,0.5058823529411764,0.20846394984326022,0.17049180327868857,49.9,0.3333333333333334,0.3982300884955752,23,TX23,2018,TEXAS,TX,48,74,49,US HOUSE,23,GEN,,False,GINA ORTIZ JONES,DEMOCRAT,False,TOTAL,102359,210069,False,20220331,False,0.4872637085909868,1,0,0,1,0
1081,Congressional District 23 (115th Congress),TX,0.18081180811808095,0.8349633251833741,0.04580152671755725,0.030172413793103453,1.4,0.0,0.19607843137254902,0.05,0.45987654320987637,0.5058823529411764,0.20846394984326022,0.17049180327868857,49.9,0.3333333333333334,0.3982300884955752,23,TX23,2018,TEXAS,TX,48,74,49,US HOUSE,23,GEN,,False,RUBEN CORVALAN,LIBERTARIAN,False,TOTAL,4425,210069,False,20220331,False,0.021064507376147838,0,0,0,1,0
1082,Congressional District 23 (115th Congress),TX,0.18081180811808095,0.8349633251833741,0.04580152671755725,0.030172413793103453,1.4,0.0,0.19607843137254902,0.05,0.45987654320987637,0.5058823529411764,0.20846394984326022,0.17049180327868857,49.9,0.3333333333333334,0.3982300884955752,23,TX23,2018,TEXAS,TX,48,74,49,US HOUSE,23,GEN,,False,WILL HURD,REPUBLICAN,False,TOTAL,103285,210069,False,20220331,False,0.4916717840328654,0,1,0,1,1
1083,Congressional District 24 (115th Congress),TX,0.2730627306273061,0.6161369193154035,0.16946564885496182,0.012931034482758622,13.3,0.024590163934426233,0.12636165577342048,0.09615384615384615,0.904320987654321,0.861176470588235,0.5736677115987461,0.44590163934426236,37.6,0.170138888888889,0.14159292035398227,24,TX24,2018,TEXAS,TX,48,74,49,US HOUSE,24,GEN,,False,JAN MCDOWELL,DEMOCRAT,False,TOTAL,125231,263418,False,20220331,False,0.47540790682489426,1,0,0,1,0
1084,Congressional District 24 (115th Congress),TX,0.2730627306273061,0.6161369193154035,0.16946564885496182,0.012931034482758622,13.3,0.024590163934426233,0.12636165577342048,0.09615384615384615,0.904320987654321,0.861176470588235,0.5736677115987461,0.44590163934426236,37.6,0.170138888888889,0.14159292035398227,24,TX24,2018,TEXAS,TX,48,74,49,US HOUSE,24,GEN,,False,KENNY E MARCHANT,REPUBLICAN,False,TOTAL,133317,263418,False,20220331,False,0.5061043664442065,0,1,0,1,1
1085,Congressional District 24 (115th Congress),TX,0.2730627306273061,0.6161369193154035,0.16946564885496182,0.012931034482758622,13.3,0.024590163934426233,0.12636165577342048,0.09615384615384615,0.904320987654321,0.861176470588235,0.5736677115987461,0.44590163934426236,37.6,0.170138888888889,0.14159292035398227,24,TX24,2018,TEXAS,TX,48,74,49,US HOUSE,24,GEN,,False,MIKE KOLLS,LIBERTARIAN,False,TOTAL,4870,263418,False,20220331,False,0.01848772673089918,0,0,0,1,0
1086,Congressional District 25 (115th Congress),TX,0.2952029520295203,0.8422982885085575,0.10229007633587785,0.017241379310344827,3,0.024590163934426233,0.0392156862745098,0.10384615384615387,0.5833333333333333,0.8517647058823528,0.45141065830721006,0.3639344262295082,50.9,0.3819444444444445,0.2035398230088495,25,TX25,2018,TEXAS,TX,48,74,49,US HOUSE,25,GEN,,False,DESARAE LINDSEY,LIBERTARIAN,False,TOTAL,5145,304553,False,20220331,False,0.016893611292615737,0,0,0,1,0
1087,Congressional District 25 (115th Congress),TX,0.2952029520295203,0.8422982885085575,0.10229007633587785,0.017241379310344827,3,0.024590163934426233,0.0392156862745098,0.10384615384615387,0.5833333333333333,0.8517647058823528,0.45141065830721006,0.3639344262295082,50.9,0.3819444444444445,0.2035398230088495,25,TX25,2018,TEXAS,TX,48,74,49,US HOUSE,25,GEN,,False,JULIE OLIVER,DEMOCRAT,False,TOTAL,136385,304553,False,20220331,False,0.4478202480356457,1,0,0,1,0
1088,Congressional District 25 (115th Congress),TX,0.2952029520295203,0.8422982885085575,0.10229007633587785,0.017241379310344827,3,0.024590163934426233,0.0392156862745098,0.10384615384615387,0.5833333333333333,0.8517647058823528,0.45141065830721006,0.3639344262295082,50.9,0.3819444444444445,0.2035398230088495,25,TX25,2018,TEXAS,TX,48,74,49,US HOUSE,25,GEN,,False,ROGER WILLIAMS,REPUBLICAN,False,TOTAL,163023,304553,False,20220331,False,0.5352861406717386,0,1,0,1,1
1089,Congressional District 26 (115th Congress),TX,0.26199261992619927,0.7836185819070906,0.11145038167938931,0.012931034482758622,6.1,0.00819672131147541,0.06753812636165576,0.1076923076923077,0.8333333333333333,0.908235294117647,0.5407523510971788,0.3770491803278689,41.3,0.27430555555555564,0.10029498525073746,26,TX26,2018,TEXAS,TX,48,74,49,US HOUSE,26,GEN,,False,LINSEY FAGAN,DEMOCRAT,False,TOTAL,121938,312505,False,20220331,False,0.39019535687429,1,0,0,1,0
1090,Congressional District 26 (115th Congress),TX,0.26199261992619927,0.7836185819070906,0.11145038167938931,0.012931034482758622,6.1,0.00819672131147541,0.06753812636165576,0.1076923076923077,0.8333333333333333,0.908235294117647,0.5407523510971788,0.3770491803278689,41.3,0.27430555555555564,0.10029498525073746,26,TX26,2018,TEXAS,TX,48,74,49,US HOUSE,26,GEN,,False,MARK BOLER,LIBERTARIAN,False,TOTAL,5016,312505,False,20220331,False,0.01605094318490904,0,0,0,1,0
1091,Congressional District 26 (115th Congress),TX,0.26199261992619927,0.7836185819070906,0.11145038167938931,0.012931034482758622,6.1,0.00819672131147541,0.06753812636165576,0.1076923076923077,0.8333333333333333,0.908235294117647,0.5407523510971788,0.3770491803278689,41.3,0.27430555555555564,0.10029498525073746,26,TX26,2018,TEXAS,TX,48,74,49,US HOUSE,26,GEN,,False,MICHAEL C BURGESS,REPUBLICAN,False,TOTAL,185551,312505,False,20220331,False,0.593753699940801,0,1,0,1,1
1092,Congressional District 27 (115th Congress),TX,0.3210332103321034,0.863080684596577,0.07175572519083968,0.012931034482758622,1.6,0.00819672131147541,0.1111111111111111,0.05,0.5987654320987652,0.6541176470588235,0.1724137931034483,0.1377049180327869,53.1,0.2916666666666668,0.34218289085545717,27,TX27,2018,TEXAS,TX,48,74,49,US HOUSE,27,GEN,,False,DANIEL TINUS,LIBERTARIAN,False,TOTAL,2100,207421,False,20220331,False,0.010124336494376171,0,0,0,1,0
1093,Congressional District 27 (115th Congress),TX,0.3210332103321034,0.863080684596577,0.07175572519083968,0.012931034482758622,1.6,0.00819672131147541,0.1111111111111111,0.05,0.5987654320987652,0.6541176470588235,0.1724137931034483,0.1377049180327869,53.1,0.2916666666666668,0.34218289085545717,27,TX27,2018,TEXAS,TX,48,74,49,US HOUSE,27,GEN,,False,ERIC HOLGUIN,DEMOCRAT,False,TOTAL,75929,207421,False,20220331,False,0.3660622598483278,1,0,0,1,0
1094,Congressional District 27 (115th Congress),TX,0.3210332103321034,0.863080684596577,0.07175572519083968,0.012931034482758622,1.6,0.00819672131147541,0.1111111111111111,0.05,0.5987654320987652,0.6541176470588235,0.1724137931034483,0.1377049180327869,53.1,0.2916666666666668,0.34218289085545717,27,TX27,2018,TEXAS,TX,48,74,49,US HOUSE,27,GEN,,False,JAMES DUERR,INDEPENDENT,False,TOTAL,4274,207421,False,20220331,False,0.020605435322363697,0,0,0,1,0
1095,Congressional District 27 (115th Congress),TX,0.3210332103321034,0.863080684596577,0.07175572519083968,0.012931034482758622,1.6,0.00819672131147541,0.1111111111111111,0.05,0.5987654320987652,0.6541176470588235,0.1724137931034483,0.1377049180327869,53.1,0.2916666666666668,0.34218289085545717,27,TX27,2018,TEXAS,TX,48,74,49,US HOUSE,27,GEN,,False,MICHAEL CLOUD,REPUBLICAN,False,TOTAL,125118,207421,False,20220331,False,0.6032079683349323,0,1,0,1,1
1096,Congressional District 28 (115th Congress),TX,0.12177121771217703,0.8924205378973105,0.05954198473282442,0.004310344827586208,1.1,0.00819672131147541,0.09803921568627452,0.038461538461538464,0.41975308641975295,0.41411764705882326,0.15360501567398122,0.10819672131147541,60,0.11458333333333343,0.6165191740412979,28,TX28,2018,TEXAS,TX,48,74,49,US HOUSE,28,GEN,,False,ARTHUR THOMAS IV,LIBERTARIAN,False,TOTAL,21732,139226,False,20220331,False,0.15609153462715297,0,0,1,0,0
1097,Congressional District 28 (115th Congress),TX,0.12177121771217703,0.8924205378973105,0.05954198473282442,0.004310344827586208,1.1,0.00819672131147541,0.09803921568627452,0.038461538461538464,0.41975308641975295,0.41411764705882326,0.15360501567398122,0.10819672131147541,60,0.11458333333333343,0.6165191740412979,28,TX28,2018,TEXAS,TX,48,74,49,US HOUSE,28,GEN,,False,HENRY CUELLAR,DEMOCRAT,False,TOTAL,117494,139226,False,20220331,False,0.843908465372847,1,0,1,0,1
1098,Congressional District 29 (115th Congress),TX,0.07749077490774914,0.7469437652811737,0.16030534351145037,0.021551724137931032,1.6,0.0,0.20261437908496732,0.026923076923076925,0.5277777777777779,0.16470588235294104,0.021943573667711602,0.013114754098360673,54.9,0.3298611111111111,0.6106194690265485,29,TX29,2018,TEXAS,TX,48,74,49,US HOUSE,29,GEN,,False,CULLEN BURNS,LIBERTARIAN,False,TOTAL,1199,117494,False,20220331,False,0.010204776414114764,0,0,1,0,0
1099,Congressional District 29 (115th Congress),TX,0.07749077490774914,0.7469437652811737,0.16030534351145037,0.021551724137931032,1.6,0.0,0.20261437908496732,0.026923076923076925,0.5277777777777779,0.16470588235294104,0.021943573667711602,0.013114754098360673,54.9,0.3298611111111111,0.6106194690265485,29,TX29,2018,TEXAS,TX,48,74,49,US HOUSE,29,GEN,,False,PHILLIP ARONOFF,REPUBLICAN,False,TOTAL,28098,117494,False,20220331,False,0.23914412650858768,0,1,1,0,0
1100,Congressional District 29 (115th Congress),TX,0.07749077490774914,0.7469437652811737,0.16030534351145037,0.021551724137931032,1.6,0.0,0.20261437908496732,0.026923076923076925,0.5277777777777779,0.16470588235294104,0.021943573667711602,0.013114754098360673,54.9,0.3298611111111111,0.6106194690265485,29,TX29,2018,TEXAS,TX,48,74,49,US HOUSE,29,GEN,,False,SYLVIA R GARCIA,DEMOCRAT,False,TOTAL,88188,117494,False,20220331,False,0.7505744974211449,1,0,1,0,1
1101,Congressional District 30 (115th Congress),TX,0.16236162361623596,0.402200488997555,0.6580152671755725,0.004310344827586208,2,0.0,0.09368191721132899,0.05,0.5154320987654317,0.536470588235294,0.18808777429467088,0.15081967213114755,50.8,0.0,0.5575221238938052,30,TX30,2018,TEXAS,TX,48,74,49,US HOUSE,30,GEN,,False,EDDIE BERNICE JOHNSON,DEMOCRAT,False,TOTAL,166784,183174,False,20220331,False,0.9105222356884711,1,0,1,0,1
1102,Congressional District 30 (115th Congress),TX,0.16236162361623596,0.402200488997555,0.6580152671755725,0.004310344827586208,2,0.0,0.09368191721132899,0.05,0.5154320987654317,0.536470588235294,0.18808777429467088,0.15081967213114755,50.8,0.0,0.5575221238938052,30,TX30,2018,TEXAS,TX,48,74,49,US HOUSE,30,GEN,,False,SHAWN JONES,LIBERTARIAN,False,TOTAL,16390,183174,False,20220331,False,0.08947776431152893,0,0,1,0,0
1103,Congressional District 31 (115th Congress),TX,0.23616236162361615,0.745721271393643,0.16793893129770993,0.017241379310344827,4.8,0.024590163934426233,0.06100217864923747,0.13076923076923078,0.7037037037037039,0.8988235294117648,0.41536050156739823,0.30491803278688523,43.2,0.09722222222222227,0.16519174041297932,31,TX31,2018,TEXAS,TX,48,74,49,US HOUSE,31,GEN,,False,JASON HOPE,LIBERTARIAN,False,TOTAL,4965,286007,False,20220331,False,0.017359714972011175,0,0,0,1,0
1104,Congressional District 31 (115th Congress),TX,0.23616236162361615,0.745721271393643,0.16793893129770993,0.017241379310344827,4.8,0.024590163934426233,0.06100217864923747,0.13076923076923078,0.7037037037037039,0.8988235294117648,0.41536050156739823,0.30491803278688523,43.2,0.09722222222222227,0.16519174041297932,31,TX31,2018,TEXAS,TX,48,74,49,US HOUSE,31,GEN,,False,JOHN CARTER,REPUBLICAN,False,TOTAL,144680,286007,False,20220331,False,0.5058617446426137,0,1,0,1,1
1105,Congressional District 31 (115th Congress),TX,0.23616236162361615,0.745721271393643,0.16793893129770993,0.017241379310344827,4.8,0.024590163934426233,0.06100217864923747,0.13076923076923078,0.7037037037037039,0.8988235294117648,0.41536050156739823,0.30491803278688523,43.2,0.09722222222222227,0.16519174041297932,31,TX31,2018,TEXAS,TX,48,74,49,US HOUSE,31,GEN,,False,"MARY JENNINGS ""MJ"" HEGAR",DEMOCRAT,False,TOTAL,136362,286007,False,20220331,False,0.4767785403853752,1,0,0,1,0
1106,Congressional District 32 (115th Congress),TX,0.2952029520295203,0.647921760391198,0.19541984732824424,0.008620689655172414,8.4,0.0,0.1437908496732026,0.10384615384615387,0.7962962962962965,0.7717647058823527,0.5485893416927901,0.44590163934426236,55.4,0.10416666666666669,0.2389380530973451,32,TX32,2018,TEXAS,TX,48,74,49,US HOUSE,32,GEN,,False,COLIN ALLRED,DEMOCRAT,False,TOTAL,144067,275620,False,20220331,False,0.5227015456062695,1,0,0,1,1
1107,Congressional District 32 (115th Congress),TX,0.2952029520295203,0.647921760391198,0.19541984732824424,0.008620689655172414,8.4,0.0,0.1437908496732026,0.10384615384615387,0.7962962962962965,0.7717647058823527,0.5485893416927901,0.44590163934426236,55.4,0.10416666666666669,0.2389380530973451,32,TX32,2018,TEXAS,TX,48,74,49,US HOUSE,32,GEN,,False,MELINA BAKER,LIBERTARIAN,False,TOTAL,5452,275620,False,20220331,False,0.01978085770263406,0,0,0,1,0
1108,Congressional District 32 (115th Congress),TX,0.2952029520295203,0.647921760391198,0.19541984732824424,0.008620689655172414,8.4,0.0,0.1437908496732026,0.10384615384615387,0.7962962962962965,0.7717647058823527,0.5485893416927901,0.44590163934426236,55.4,0.10416666666666669,0.2389380530973451,32,TX32,2018,TEXAS,TX,48,74,49,US HOUSE,32,GEN,,False,PETE SESSIONS,REPUBLICAN,False,TOTAL,126101,275620,False,20220331,False,0.45751759669109643,0,1,0,1,0
1109,Congressional District 33 (115th Congress),TX,0.05904059040590415,0.6259168704156479,0.23969465648854962,0.012931034482758622,2.2,0.0,0.28540305010893247,0.04230769230769231,0.5432098765432098,0.1129411764705881,0.021943573667711602,0.016393442622950824,51,0.3611111111111112,0.631268436578171,33,TX33,2018,TEXAS,TX,48,74,49,US HOUSE,33,GEN,,False,JASON REEVES,LIBERTARIAN,False,TOTAL,2299,119224,False,20220331,False,0.019283030262363283,0,0,1,0,0
1110,Congressional District 33 (115th Congress),TX,0.05904059040590415,0.6259168704156479,0.23969465648854962,0.012931034482758622,2.2,0.0,0.28540305010893247,0.04230769230769231,0.5432098765432098,0.1129411764705881,0.021943573667711602,0.016393442622950824,51,0.3611111111111112,0.631268436578171,33,TX33,2018,TEXAS,TX,48,74,49,US HOUSE,33,GEN,,False,MARC VEASEY,DEMOCRAT,False,TOTAL,90805,119224,False,20220331,False,0.7616335637120043,1,0,1,0,1
1111,Congressional District 33 (115th Congress),TX,0.05904059040590415,0.6259168704156479,0.23969465648854962,0.012931034482758622,2.2,0.0,0.28540305010893247,0.04230769230769231,0.5432098765432098,0.1129411764705881,0.021943573667711602,0.016393442622950824,51,0.3611111111111112,0.631268436578171,33,TX33,2018,TEXAS,TX,48,74,49,US HOUSE,33,GEN,,False,WILLIE BILLUPS,REPUBLICAN,False,TOTAL,26120,119224,False,20220331,False,0.21908340602563242,0,1,1,0,0
1112,Congressional District 34 (115th Congress),TX,0.1328413284132841,0.9437652811735942,0.013740458015267177,0.004310344827586208,0.6,0.0,0.10021786492374728,0.007692307692307693,0.30555555555555536,0.3270588235294114,0.11285266457680254,0.07213114754098361,58.5,0.36805555555555564,0.7374631268436577,34,TX34,2018,TEXAS,TX,48,74,49,US HOUSE,34,GEN,,False,FILEMON B VELA,DEMOCRAT,False,TOTAL,85825,143068,False,20220331,False,0.5998895630050046,1,0,1,0,1
1113,Congressional District 34 (115th Congress),TX,0.1328413284132841,0.9437652811735942,0.013740458015267177,0.004310344827586208,0.6,0.0,0.10021786492374728,0.007692307692307693,0.30555555555555536,0.3270588235294114,0.11285266457680254,0.07213114754098361,58.5,0.36805555555555564,0.7374631268436577,34,TX34,2018,TEXAS,TX,48,74,49,US HOUSE,34,GEN,,False,REY GONZALEZ,REPUBLICAN,False,TOTAL,57243,143068,False,20220331,False,0.4001104369949954,0,1,1,0,0
1114,Congressional District 35 (115th Congress),TX,0.1512915129151291,0.734718826405868,0.13740458015267176,0.02586206896551724,1.5,0.00819672131147541,0.224400871459695,0.08076923076923077,0.6296296296296295,0.5599999999999998,0.1833855799373041,0.12459016393442625,51.7,0.12847222222222227,0.5162241887905604,35,TX35,2018,TEXAS,TX,48,74,49,US HOUSE,35,GEN,,False,CLARK PATTERSON,LIBERTARIAN,False,TOTAL,5236,194067,False,20220331,False,0.026980372757861977,0,0,1,0,0
1115,Congressional District 35 (115th Congress),TX,0.1512915129151291,0.734718826405868,0.13740458015267176,0.02586206896551724,1.5,0.00819672131147541,0.224400871459695,0.08076923076923077,0.6296296296296295,0.5599999999999998,0.1833855799373041,0.12459016393442625,51.7,0.12847222222222227,0.5162241887905604,35,TX35,2018,TEXAS,TX,48,74,49,US HOUSE,35,GEN,,False,DAVID SMALLING,REPUBLICAN,False,TOTAL,50553,194067,False,20220331,False,0.2604925103186013,0,1,1,0,0
1116,Congressional District 35 (115th Congress),TX,0.1512915129151291,0.734718826405868,0.13740458015267176,0.02586206896551724,1.5,0.00819672131147541,0.224400871459695,0.08076923076923077,0.6296296296296295,0.5599999999999998,0.1833855799373041,0.12459016393442625,51.7,0.12847222222222227,0.5162241887905604,35,TX35,2018,TEXAS,TX,48,74,49,US HOUSE,35,GEN,,False,LLOYD DOGGETT,DEMOCRAT,False,TOTAL,138278,194067,False,20220331,False,0.7125271169235368,1,0,1,0,1
1117,Congressional District 36 (115th Congress),TX,0.3468634686346863,0.8264058679706603,0.1297709923664122,0.021551724137931032,2.1,0.0,0.08061002178649238,0.05,0.45987654320987637,0.7152941176470586,0.16457680250783702,0.11803278688524592,37.1,0.10416666666666669,0.2831858407079646,36,TX36,2018,TEXAS,TX,48,74,49,US HOUSE,36,GEN,,False,BRIAN BABIN,REPUBLICAN,False,TOTAL,161048,221956,False,20220331,False,0.7255852511308548,0,1,0,1,1
1118,Congressional District 36 (115th Congress),TX,0.3468634686346863,0.8264058679706603,0.1297709923664122,0.021551724137931032,2.1,0.0,0.08061002178649238,0.05,0.45987654320987637,0.7152941176470586,0.16457680250783702,0.11803278688524592,37.1,0.10416666666666669,0.2831858407079646,36,TX36,2018,TEXAS,TX,48,74,49,US HOUSE,36,GEN,,False,DAYNA STEELE,DEMOCRAT,False,TOTAL,60908,221956,False,20220331,False,0.27441474886914524,1,0,0,1,0
1119,Congressional District 1 (115th Congress),UT,0.09594095940959413,0.9193154034229829,0.01068702290076336,0.03879310344827586,1.5,0.03278688524590164,0.06753812636165576,0.08076923076923077,0.7314814814814812,0.908235294117647,0.3307210031347963,0.2295081967213115,43.8,0.18402777777777785,0.18289085545722714,1,UT1,2018,UTAH,UT,49,87,67,US HOUSE,1,GEN,,False,ADAM DAVIS,GREEN,False,TOTAL,4786,254333,False,20220331,False,0.018817849040431246,0,0,0,1,0
